"","PC1","PC2","PC3","PC4","PC5","PC6"
"DA",-0.455597382858126,0.213234838450439,-0.0798272620666842,-0.81176086026788,0.275820119416082,-0.0745459864595435
"SPA",-0.259017728767534,0.56207835222342,0.0550920009686888,0.493593301654829,0.608473806617375,0.00823970856428928
"PDMC",0.41554921512333,-0.497636125565629,-0.0281797030927684,-0.123531372358856,0.737438820127131,0.140737440962449
"LA",-0.113651081707815,-0.0772567263472566,0.961457093712835,-0.0741880653934683,-0.00694677939772405,0.22619230760393
"SLA",-0.561998608517199,-0.356931037672572,-0.243010489512258,0.170783536931084,-0.0353123141650475,0.683585930472054
"LDMC",0.473181451854036,0.507532017457948,-0.0796526391909747,-0.217896931617351,-0.0925832472949153,0.675363081207698
"Eigenvalues",1.96619467000901,1.69531455555822,1.02949199012845,0.721966952584298,0.414463417461899,0.172568414258126
"Variance_Percent",32.7699111668168,28.255242592637,17.1581998354742,12.0327825430716,6.90772362436498,2.87614023763544
"Cumulative_Variance_Percent",32.7699111668168,61.0251537594538,78.183353594928,90.2161361379996,97.1238597623646,100
